	Artwork-Id	type	district	environment	countArtists	experience	replaced	content	userRating	approval
188	42814096	5	5	3	1	1	6	2	3	1
189	93948744	4	4	4	2	2	8	2	4	1
190	91639786	5	3	4	4	3	8	2	5	1
191	44553511	3	4	3	2	3	4	2	5	1
192	73300555	3	3	4	2	1	2	2	2	0
193	57787493	5	3	4	5	1	5	2	1	0
194	88862787	4	2	4	2	2	4	1	3	0
195	50717381	3	3	3	3	1	7	2	3	1
196	25288281	5	4	4	2	4	8	2	4	1
197	28878870	5	2	4	1	3	7	2	2	1
198	15175444	4	5	4	1	2	2	1	3	0
199	17837977	2	5	3	1	3	8	2	4	1
200	25321611	5	4	3	1	3	7	2	5	1
201	29880780	1	3	4	3	3	8	1	5	1
202	95095386	4	1	3	1	1	3	1	2	0
203	85678750	5	3	2	2	2	4	2	1	0
204	45100032	4	3	3	1	1	4	1	2	0
205	86135480	4	2	4	3	4	6	2	0	1
206	79308376	5	3	3	3	1	6	1	3	1
207	97908877	5	3	2	2	2	7	2	4	1
208	98540473	4	5	2	1	1	3	2	2	0
209	69745362	5	4	3	3	2	7	2	2	1
210	26934478	4	4	3	1	1	1	2	0	0
211	26210810	3	2	4	2	1	6	1	0	0
212	80758935	5	2	3	3	3	5	2	3	1
213	78782885	4	3	3	4	3	3	1	3	0
214	18818706	5	1	4	1	2	6	2	3	1
215	26208164	5	3	4	4	2	7	2	5	1
216	47303805	4	3	3	3	1	7	2	3	1
217	11394839	1	3	3	4	2	3	2	3	0
218	40937537	4	5	2	4	2	8	2	3	1
219	33166386	3	3	3	2	3	2	2	4	0
220	75301897	2	4	3	3	2	6	1	5	1
221	52685306	4	4	4	1	1	6	2	0	1
222	97856864	2	3	4	2	2	7	2	3	1
223	11814714	4	4	1	5	2	6	2	3	1
224	20356038	4	4	2	2	1	8	2	3	1
225	91125524	4	3	3	1	3	5	2	0	1
226	10433709	5	5	3	2	2	2	1	3	1
227	43170272	5	5	3	2	2	6	2	2	1
228	28952135	5	5	2	1	1	8	1	0	1
229	57541774	2	5	3	2	3	3	2	2	0
230	20919901	5	2	3	2	2	8	2	4	1
231	89963417	5	4	3	4	3	4	2	5	1
232	17535851	3	3	3	2	2	1	1	4	0
233	44578530	5	4	3	1	3	4	2	2	0
234	48090009	5	3	3	2	4	1	2	4	0
235	60021582	5	5	4	2	3	5	2	2	1
236	79988343	1	3	3	4	2	8	1	1	0
237	63244821	4	2	3	2	4	4	2	4	1
238	12694075	4	3	3	2	2	6	2	0	1
239	62808126	5	1	3	2	1	8	2	4	1
240	65641428	3	2	2	4	1	3	1	4	0
241	84404364	3	3	4	3	1	4	2	4	1
242	86307084	5	5	3	3	3	7	2	2	1
243	51513955	1	1	3	3	1	8	2	1	0
244	26286358	5	2	4	1	2	7	2	3	1
245	61283436	4	5	3	2	1	7	2	5	1
246	78222101	5	4	2	2	2	6	1	0	0
247	45024603	5	3	3	2	1	8	2	0	1
248	20783872	5	3	3	4	1	8	2	4	1
249	76909269	5	3	4	2	2	7	2	4	1
250	24211112	5	1	3	2	2	3	2	4	1
251	98412994	5	5	3	3	2	4	1	0	1
252	76835240	5	1	4	2	4	7	2	2	1
253	95665162	4	3	4	1	2	8	2	2	1
254	10642411	5	5	4	3	1	8	2	3	1
255	36493760	5	2	1	3	3	6	1	2	0
256	73839150	5	4	3	2	1	6	2	1	0
257	35279800	5	2	3	2	3	4	1	4	1
258	70224684	5	1	3	1	1	1	2	2	0
259	68662401	4	3	3	3	2	7	1	3	0
260	51615197	4	1	3	2	1	6	2	4	1
261	54829548	5	1	4	3	1	8	2	3	1
262	47180671	5	3	4	4	4	6	1	3	1
263	95657706	5	3	1	2	3	7	2	3	1
264	27338380	5	5	3	3	2	7	2	4	1
265	82358320	5	5	4	2	2	4	2	4	1
266	39285593	5	2	3	4	4	5	2	3	1
267	78723633	5	5	3	3	1	6	2	3	1
268	34923987	4	4	3	4	4	6	2	0	1
269	50988282	5	1	2	2	1	7	2	2	1
270	33567073	5	5	4	2	4	6	2	4	1
271	32292142	4	5	3	3	2	8	2	4	1
272	43887133	5	5	3	5	3	8	2	3	1
273	79807400	5	3	4	2	3	5	2	2	1
274	23409768	5	3	3	2	4	3	2	5	1
275	31997260	4	4	4	2	2	4	2	1	0
276	49552228	5	5	3	4	2	8	2	3	1
277	61280476	5	5	3	2	3	1	2	4	0
278	12283353	4	4	4	3	1	8	1	3	0
279	89831977	5	3	4	3	1	6	1	3	1
280	38091649	5	2	3	3	1	8	2	2	1
281	94523269	4	2	4	4	1	6	2	1	0
282	82055192	5	2	4	1	2	6	2	2	1
283	13810982	4	4	4	3	1	6	2	2	0
284	93279432	5	3	4	3	2	6	2	0	1
285	71272269	5	4	3	4	2	8	2	4	1
286	40674961	4	4	3	2	1	2	2	4	0
287	48816904	4	1	4	3	2	5	2	3	0
288	94576718	4	2	2	2	2	8	2	2	0
289	33211290	5	3	4	3	3	8	2	5	1
290	32670499	5	1	3	4	3	6	2	5	1
291	82293056	3	4	4	1	3	8	2	5	1
292	34713336	5	1	4	2	2	7	2	1	0
293	27906538	5	3	4	1	2	8	2	4	1
294	99239942	5	4	1	2	3	6	2	2	1
295	41537385	4	3	2	5	1	3	2	4	0
296	97019661	5	1	3	2	1	7	2	2	0
297	71098738	5	3	3	2	3	7	2	2	1
298	41678174	4	2	2	2	1	2	2	3	0
299	43931279	5	5	4	3	1	3	2	2	0
300	22525216	5	2	3	4	2	8	2	3	1
301	45323510	4	5	3	4	3	8	2	3	1
302	60710031	5	3	4	3	3	4	2	5	1
303	97511095	5	5	3	1	1	6	2	3	1
304	60312819	4	5	4	2	3	3	2	5	1
305	90411961	1	1	2	4	1	4	2	4	0
306	16419321	4	3	4	1	3	8	2	3	1
307	60283132	5	2	2	1	2	5	2	2	0
308	71544962	3	4	4	4	1	4	1	3	0
309	72690724	4	3	3	3	3	3	2	4	1
310	87064543	2	5	4	2	3	3	2	3	0
311	19962330	5	1	3	1	1	8	2	4	1
312	20454481	5	3	3	3	1	8	1	2	0
313	91233806	1	2	3	3	2	4	2	3	1
314	11520458	5	1	4	4	2	6	2	1	0
315	33572450	5	5	3	3	1	5	2	5	1
316	10823563	5	5	4	5	3	7	2	4	1
317	59900467	5	3	3	4	4	3	1	5	1
318	13038057	5	3	3	2	2	3	2	0	0
319	60895329	4	1	2	2	3	8	2	1	0
320	23576737	3	5	3	3	1	7	2	5	1
321	22483725	5	4	3	4	4	2	2	5	1
322	87959717	3	5	3	3	2	6	2	3	1
323	72353244	4	4	1	3	4	6	2	0	1
324	10417325	5	1	4	3	4	3	2	3	1
325	98245909	5	4	4	2	3	8	2	2	1
326	90117469	4	3	3	3	1	8	2	3	0
327	29102963	1	2	2	2	4	6	2	4	1
328	27771516	5	5	2	3	2	6	2	4	1
329	74329083	5	4	3	2	3	2	2	0	1
330	14113820	5	3	4	2	3	7	2	4	1
331	17568827	2	1	3	1	2	3	2	5	1
332	48234953	4	2	2	4	2	7	2	3	0
333	93601238	4	4	2	1	2	3	2	4	0
334	62627622	5	3	1	2	1	2	1	3	0
335	77488711	5	2	4	2	2	7	2	3	1
336	14609029	4	5	3	3	1	4	2	2	0
337	72410878	3	3	3	1	1	4	2	3	0
338	53100328	4	2	3	2	3	7	2	2	0
339	77822741	5	3	3	2	2	2	2	1	0
340	85855158	5	4	3	2	1	6	2	1	0
341	68176639	5	3	4	3	2	6	1	2	0
342	70739233	5	2	3	4	2	4	2	4	1
343	80459526	5	1	4	2	1	1	2	4	1
344	65143801	4	4	2	2	2	6	2	1	0
345	67918820	4	3	4	3	2	2	1	2	0
346	97573160	5	2	4	1	1	8	2	5	1
347	30551138	5	3	3	2	4	4	2	5	1
348	18867919	5	2	3	4	2	3	2	2	1
349	68138044	5	2	4	2	1	1	2	3	0
350	18005997	3	5	4	3	2	8	2	3	1
351	19635136	4	4	4	3	1	7	2	4	1
352	32132754	4	5	3	2	3	2	2	2	0
353	89377641	4	3	3	2	1	8	2	1	0
354	11287963	5	5	3	2	2	4	2	5	1
355	35694608	5	2	3	1	2	8	2	2	1
356	79652197	5	5	1	4	2	6	2	2	1
357	10332058	4	3	1	3	2	3	2	4	1
358	71114439	5	5	1	4	3	6	2	4	1
359	31182836	1	5	4	3	2	3	2	1	0
360	12858845	5	3	4	2	2	2	2	3	0
361	48908701	4	2	3	4	1	3	1	2	0
362	21159932	5	4	3	4	2	6	1	0	1
363	17532219	5	2	2	2	1	2	2	5	1
364	74071207	3	3	3	1	3	8	2	5	1
365	27087206	5	3	2	2	3	6	1	5	1
366	96241616	1	1	3	4	1	7	2	2	1
367	73822449	3	4	3	1	2	6	1	3	0
368	15702946	4	1	3	2	4	8	1	5	1
369	44293250	4	5	4	3	1	6	2	0	1
370	78118852	4	1	4	4	3	8	1	5	1
371	44428398	4	5	4	3	2	6	2	3	1
372	36001623	5	4	2	2	3	3	2	3	1
373	28568133	5	4	4	3	2	7	2	2	1
374	75217286	5	2	2	3	4	7	2	5	1
375	91921421	5	1	2	2	1	3	2	3	1
376	62029820	5	2	1	3	2	8	2	0	1
377	33682455	5	5	4	2	3	2	1	5	1
378	57023756	4	3	3	4	3	3	2	2	1
379	68616158	4	5	4	2	2	4	1	3	1
380	31089446	5	3	3	2	2	4	2	0	0
381	62794017	5	1	3	2	1	7	2	0	1
382	34976131	4	5	4	3	2	3	2	4	1
383	76181500	2	2	3	3	2	4	2	1	0
384	27109577	5	3	3	1	2	6	2	4	1
385	40508913	4	4	4	1	1	8	2	4	1
386	43094643	5	4	2	3	3	2	2	5	1
387	34091759	3	3	2	1	3	8	2	4	1
388	68815145	5	3	3	3	3	5	1	3	1
389	74373136	5	5	3	1	3	8	2	5	1
390	51610412	4	2	2	3	2	8	2	3	0
391	59900426	4	5	2	2	4	7	2	4	1
392	64839230	5	2	4	1	2	5	1	2	1
393	22465863	4	4	3	2	2	4	2	2	0
394	83298009	5	1	4	1	1	7	2	2	1
395	50919727	4	1	3	1	3	8	2	4	0
396	12419435	5	2	3	2	2	8	2	3	1
397	16561454	4	1	4	2	3	4	2	2	0
398	96560076	5	2	4	4	1	6	2	3	1
399	39798697	5	5	3	1	2	6	2	1	0
400	28224948	5	2	2	3	1	6	2	3	1
401	68032238	5	2	4	2	3	6	1	3	1
402	78838878	4	4	3	1	1	8	2	3	0
403	29866725	4	2	3	2	1	7	2	2	0
404	97654104	4	4	1	3	2	4	1	3	0
405	99274706	5	3	3	3	3	7	1	5	1
406	33297647	4	2	1	2	2	7	2	2	0
407	41777346	2	5	4	3	1	6	2	4	1
408	50697615	4	2	4	3	1	7	1	1	0
409	69589157	5	2	3	4	1	1	2	5	0
410	25223655	5	4	3	3	1	6	2	1	0
411	23758941	5	4	2	3	3	4	2	2	0
412	17584268	5	1	3	2	1	8	2	3	1
413	82391547	5	1	3	4	2	6	2	5	1
414	52996451	5	3	4	2	1	2	2	3	0
415	37895469	4	3	3	4	1	6	2	2	0
416	84301342	3	3	4	2	1	2	2	4	0
417	96022154	5	4	2	4	2	4	2	3	1
418	20053455	5	1	3	2	2	3	2	5	1
419	82868334	5	3	3	1	2	6	2	4	1
420	50361259	4	2	1	1	3	6	2	1	0
421	78704110	4	1	4	1	1	6	2	3	0
422	57003415	5	1	2	1	2	8	2	1	0
423	68106719	5	3	4	1	2	2	1	4	0
424	52544573	5	4	2	2	2	7	2	3	1
425	85824295	4	5	3	2	2	8	1	5	1
426	19446671	4	3	1	4	3	2	2	4	1
427	20444035	5	4	2	1	1	8	2	3	1
428	43114344	3	3	4	4	3	8	2	5	1
429	15821570	5	3	3	4	2	4	2	3	1
430	83232645	5	3	3	2	1	6	1	3	1
431	30073377	5	4	3	2	3	3	2	5	1
432	31727393	5	2	3	1	3	3	2	3	1
433	44622690	4	3	2	1	1	6	1	3	0
434	66461113	3	5	3	2	4	6	2	2	1
435	83532342	4	2	2	4	2	2	2	0	0
436	71961282	4	4	3	2	3	7	2	4	1
437	85217480	5	4	3	3	2	2	1	0	0
438	79533893	5	4	3	3	4	8	1	3	1
439	85068284	5	2	4	3	2	2	1	4	1
440	13467677	4	1	4	3	2	8	2	4	1
441	43264243	5	5	4	2	3	4	2	4	1
442	92313560	5	4	2	2	4	7	2	4	1
443	20954665	5	3	2	1	1	6	2	4	0
444	65867083	5	3	2	2	1	1	2	5	1
445	12162113	5	4	2	1	1	6	2	3	1
446	31027407	5	2	3	3	2	1	1	3	0
447	95670884	3	2	3	2	2	2	2	0	0
448	43590740	5	2	3	4	3	2	2	0	1
449	78055584	3	4	3	1	1	3	2	0	0
450	78844995	5	1	3	1	3	6	1	1	0
451	92922448	4	5	3	5	3	5	2	2	0
452	83469092	5	5	3	2	1	2	2	5	1
453	53590379	5	3	4	1	3	3	1	4	0
454	29441378	5	3	4	4	1	7	2	3	1
455	19007871	4	5	3	1	3	6	1	1	0
456	68640765	5	5	3	2	3	3	2	4	0
457	50975763	4	3	4	2	3	4	2	2	0
458	18545250	5	5	3	3	1	8	1	3	1
459	77770843	5	4	3	3	3	4	1	5	1
460	58252577	4	3	2	2	3	6	1	5	0
461	69425957	5	4	3	5	4	4	2	1	1
462	32736546	5	4	3	5	1	6	2	0	0
463	91681921	5	4	4	3	2	7	2	4	1
464	89245897	4	3	4	1	4	2	2	2	1
465	73954265	5	1	4	2	2	8	1	3	0
466	62824555	4	3	4	2	1	1	2	3	0
467	71635003	5	5	4	2	1	7	2	3	1
468	87027432	5	4	4	2	1	2	2	3	0
469	15975965	5	2	4	3	2	7	1	3	1
470	64785860	4	2	3	4	1	6	2	4	1
471	54396634	5	3	2	3	3	6	2	5	1
472	87587229	4	3	4	1	2	2	1	3	0
473	36452144	4	4	3	1	2	1	2	0	0
474	71057232	5	3	4	4	3	8	2	4	1
475	69689018	5	2	1	4	2	4	2	5	1
476	72575836	5	3	4	4	2	4	2	0	0
477	54035172	5	1	4	2	4	6	2	5	1
478	98543861	5	3	3	4	4	6	2	1	0
479	28115554	3	1	4	2	4	1	2	4	0
480	90943152	4	5	3	2	4	3	2	3	1
481	38600775	3	3	2	2	3	7	2	0	1
482	40861166	3	1	4	1	2	4	2	4	1
483	36298651	5	2	4	3	1	6	2	2	0
484	74882830	5	3	3	2	3	2	1	4	0
485	13902821	5	3	2	3	2	7	2	0	1
486	46550180	3	4	3	4	3	1	2	5	0
487	27829372	4	2	4	2	2	6	2	3	1
488	51017259	5	3	3	3	3	7	1	0	0
489	53495963	5	2	2	2	2	4	2	4	1
490	99982075	5	3	3	1	2	3	2	5	1
491	89633383	4	3	1	2	2	7	2	4	1
492	69118608	4	1	2	1	1	8	2	4	0
493	30979785	5	1	3	2	2	3	2	3	1
494	18193518	3	4	3	2	1	6	2	3	0
495	31227852	4	3	3	3	1	5	2	4	0
496	51385987	4	2	4	3	1	6	2	3	0
497	11606370	4	4	3	1	1	3	2	0	0
498	17940519	5	4	4	1	1	4	1	3	0
499	76408858	5	4	2	3	4	8	1	2	1
500	13856285	3	3	1	1	3	8	2	5	1
501	42318948	4	4	4	2	2	4	2	4	1
502	82180035	5	4	3	3	3	2	2	1	0
503	29597382	4	5	2	2	2	5	2	3	1
504	61895799	5	4	3	4	1	7	2	2	1
505	13684431	4	3	4	1	3	7	2	5	1
506	32830781	1	2	3	2	2	3	1	3	0
507	25471751	3	4	4	1	1	6	2	4	1
508	39862198	4	3	2	2	2	8	2	2	0
509	62564182	3	4	4	1	1	2	2	4	0
510	64542431	3	4	3	3	1	7	2	2	1
511	24944439	5	5	3	3	1	8	2	3	1
512	56338534	4	3	3	4	1	2	2	0	0
513	81560405	5	4	3	2	2	7	2	4	1
514	55229005	3	1	4	3	1	1	2	1	0
515	68910216	4	5	3	4	3	8	2	2	1
516	22979769	4	1	4	2	2	6	2	3	1
517	69824009	4	3	3	3	2	4	2	4	1
518	91854962	5	4	4	1	2	7	2	1	0
519	24992962	5	5	3	4	2	3	2	3	0
520	28377287	5	2	3	1	3	1	2	5	0
521	27101745	5	1	4	4	3	3	2	4	1
522	26694653	5	5	4	3	4	6	2	4	1
523	41788320	5	1	3	2	2	7	2	3	1
524	70481207	5	5	2	4	2	4	2	0	1
525	55818639	5	4	3	4	1	8	2	4	1
526	33250681	5	1	3	1	1	7	2	2	1
527	47164711	4	1	4	1	2	6	1	3	0
528	25290390	1	4	4	2	1	6	2	1	0
529	13989334	5	1	4	1	3	3	2	1	0
530	74164072	5	2	4	3	3	7	2	4	1
531	74094176	3	1	4	5	1	4	1	1	0
532	18066633	4	1	3	4	3	8	1	5	1
533	20552436	4	1	3	1	2	6	2	4	1
534	27599229	5	3	3	2	2	6	2	2	0
535	78514114	5	4	4	3	2	6	2	1	0
536	42731255	3	4	4	2	2	6	1	0	0
537	65218556	4	2	3	3	2	7	2	5	1
538	11388883	5	4	3	2	1	6	2	4	1
539	99365039	5	3	3	3	1	7	2	3	1
540	27747661	4	5	3	2	3	6	2	4	1
541	62635563	3	2	2	4	1	4	1	3	0
542	45881226	5	4	4	2	1	6	2	3	1
543	47513286	5	3	3	5	2	3	2	4	0
544	11752481	5	4	3	3	1	8	2	3	1
545	20522082	4	5	4	1	2	8	2	4	1
546	79479032	4	5	4	3	1	4	2	0	1
547	56094921	5	4	3	2	3	2	2	4	1
548	54458076	5	5	3	2	3	5	2	3	1
549	55644649	4	1	2	2	3	6	2	5	1
550	33815717	4	4	4	2	3	2	2	1	0
551	66634417	5	3	4	2	1	8	2	4	1
552	39307136	5	4	3	3	1	7	2	3	1
553	87223702	5	5	2	3	1	6	2	3	1
554	92631361	4	5	3	2	1	6	2	4	1
555	65332562	5	3	3	1	3	6	2	1	0
556	68517730	2	4	2	3	2	1	2	4	0
557	45683238	5	4	3	3	3	3	2	5	1
558	55858857	4	5	2	2	2	7	2	1	0
559	74240238	3	3	3	1	1	8	1	3	0
560	33346423	5	5	3	4	1	6	2	3	1
561	23129443	5	4	3	3	3	4	2	3	1
562	85385600	5	5	3	4	3	4	2	0	1
563	29562071	5	4	3	1	1	4	2	3	1
564	27689227	4	2	4	4	2	4	2	2	1
565	22940126	3	1	3	3	3	6	2	2	1
566	79262620	4	4	3	1	1	7	2	3	1
567	70063040	4	3	3	4	1	8	1	3	0
568	37742070	3	1	4	5	1	7	2	1	0
569	74098694	5	3	3	2	3	5	1	4	0
570	24025974	3	3	1	3	2	4	1	4	0
571	58952775	5	1	3	5	2	8	2	1	0
572	36612523	5	2	3	1	3	8	2	3	1
573	36111604	5	5	2	3	2	6	1	5	1
574	62626068	4	5	3	2	3	7	2	5	1
575	90607213	5	3	1	4	1	8	1	2	0
576	71338307	5	2	3	2	1	7	1	4	0
577	62976773	1	2	3	3	3	6	2	5	1
578	21811114	5	4	1	4	1	3	2	3	1
579	70274245	5	1	3	1	2	6	2	4	1
